date,identifier,caption
2024-06-22,BBCNEWS_20240622_183000_Weather_World,"Hiya, welcome to Weather World, grab a cuppa and settle in. I'm Carol. Coming up to Saturday the 22nd of June — here's how the next 24 hours are shaping up. The big picture today: plenty of warm sunshine for many of us. For East Anglia, southern Scotland and nearby, the word is pleasantly warm. Worth knowing — a lovely day to get outside if you can. By mid-afternoon we're looking at about 20 degrees in north east England. Tonight, down to roughly 11 degrees — a chilly one for June. Looking at the bigger trend, this June has been a cool, dry and sunny month, chilly in the first half. Whatever you've got planned, it's worth a glance out the window first. That's all from me — take care, and I'll see you next time."
2024-06-23,BBCNEWS_20240623_183000_Weather_World,"Hi there, and welcome along to Weather World. I'm Nina — and it's Sunday the 23rd of June. Overall, expect thicker cloud and spells of rain across much of the country. If you're in the Highlands or over towards London and the home counties, expect it to feel damp and rather grey. Into the afternoon, the south west sees much the same, with highs around 13 degrees. Tonight, down to roughly 5 degrees — a chilly one for June. A fairly typical British summer's day, in other words — a bit of everything. Stepping back, the month as a whole has been a cool, dry and sunny month, chilly in the first half. Worth keeping an eye on as the summer unfolds. Spare a thought for anyone who's just washed the car. That's the latest picture — do wrap up or cool down as needed. Bye for now."
2024-06-24,BBCNEWS_20240624_183000_Weather_World,"Evening all — right, let's get stuck into the forecast. I'm Nina. It's Monday the 24th of June, so let's see what's in store across the UK. Overall, expect brisk northerly winds and a good deal of cloud across much of the country. North west england and southern Scotland get the brunt of it — noticeably chilly, more like spring than summer. A quick heads-up: that cold Arctic air making it feel raw in the wind. If you'd told me to pack a scarf for June, I'd have laughed — yet here we are. Top temperatures today around 11, give or take, depending where you are. Tonight, down to roughly 4 degrees — a chilly one for June. And in the wider context — June so far: a cool, dry and sunny month, chilly in the first half. Worth keeping an eye on as the summer unfolds. That's the latest picture — do wrap up or cool down as needed. Bye for now."
2024-06-25,BBCNEWS_20240625_183000_Weather_World,"Hiya, welcome to Weather World, grab a cuppa and settle in. I'm Sarah. Tuesday the 25th of June, and the charts are looking interesting. The dog walkers among you will know exactly what I mean. The broad story is rather a lot of cloud around, pretty much wherever you are. North east england and East Anglia get the brunt of it — on the cool side for the time of year. Into the afternoon, southern Scotland sees much the same, with highs around 13 degrees. After dark it dips to around 7 degrees, fresher in rural spots. Looking at the bigger trend, this June has been a cool, dry and sunny month, chilly in the first half. And that's your lot for now. Whatever you're up to, enjoy it."
2024-06-26,BBCNEWS_20240626_183000_Weather_World,"Well hello there, and a very good evening to you. I'm Carol. It's Wednesday the 26th of June, so let's see what's in store across the UK. The big picture today: plenty of warm sunshine for many of us. My garden's certainly not complaining about this one. For the Midlands, East Anglia and nearby, the word is pleasantly warm. Into the afternoon, Northern Ireland sees much the same, with highs around 19 degrees. After dark it dips to around 12 degrees, fresher in rural spots. Looking at the bigger trend, this June has been a cool, dry and sunny month, chilly in the first half. Worth keeping an eye on as the summer unfolds. And that's your lot for now. Whatever you're up to, enjoy it."
2024-06-27,BBCNEWS_20240627_183000_Weather_World,"Hello and a very warm welcome to Weather World. I'm Nina. It's Thursday the 27th of June, so let's see what's in store across the UK. The big picture today: brisk northerly winds and a good deal of cloud for many of us. Honestly, I had to dig the big coat back out this morning, in June of all months! If you're in north west England or over towards the south east, expect it to feel noticeably chilly, more like spring than summer. Not exactly flaming June, is it? Pop a jumper on. That cold arctic air making it feel raw in the wind. Top temperatures today around 10, give or take, depending where you are. Overnight, lows of about 4 degrees in towns and cities, a touch cooler in the countryside. And in the wider context — June so far: a cool, dry and sunny month, chilly in the first half. One day's weather is just that, of course, but the pattern's telling. That's the latest picture — do wrap up or cool down as needed. Bye for now."
2024-06-28,BBCNEWS_20240628_183000_Weather_World,"Hiya, welcome to Weather World, grab a cuppa and settle in. I'm Matt. Friday the 28th of June, and the charts are looking interesting. Let's start with the headline — plenty of warm sunshine dominating the scene. Across Northern Ireland and the Midlands it'll feel pleasantly warm. By mid-afternoon we're looking at about 19 degrees in the Highlands. Stepping back, the month as a whole has been a cool, dry and sunny month, chilly in the first half. Hay fever sufferers, I'm afraid the pollen count is going to be a nuisance. If you've got the barbecue on standby, today might just be your day. And that's showing up in the day-to-day numbers. That's all from me — take care, and I'll see you next time."
2024-06-29,BBCNEWS_20240629_183000_Weather_World,"Good evening, and thanks for joining me on Weather World. I'm Matt — and it's Saturday the 29th of June. The broad story is brisk northerly winds and a good deal of cloud, pretty much wherever you are. Across the Highlands and the Midlands it'll feel noticeably chilly, more like spring than summer. A quick heads-up: that cold Arctic air making it feel raw in the wind. Into the afternoon, London and the home counties sees much the same, with highs around 10 degrees. Honestly, I had to dig the big coat back out this morning, in June of all months! Tonight, down to roughly 2 degrees — a chilly one for June. Looking at the bigger trend, this June has been a cool, dry and sunny month, chilly in the first half. Worth keeping an eye on as the summer unfolds. I'll hand you back to the studio — see you next time."
2024-06-30,BBCNEWS_20240630_183000_Weather_World,"Good evening, and thanks for joining me on Weather World. I'm Nina. It's Sunday the 30th of June, so let's see what's in store across the UK. Let's start with the headline — brisk northerly winds and a good deal of cloud dominating the scene. Across the Highlands and Wales it'll feel noticeably chilly, more like spring than summer. A quick heads-up: that cold Arctic air making it feel raw in the wind. My garden's certainly not complaining about this one. I'd keep the heating within easy reach, I won't lie. Into the afternoon, Northern Ireland sees much the same, with highs around 11 degrees. Looking at the bigger trend, this June has been a cool, dry and sunny month, chilly in the first half. One day's weather is just that, of course, but the pattern's telling. And that's your lot for now. Whatever you're up to, enjoy it."
2025-06-01,BBCNEWS_20250601_183000_Weather_World,"Good evening, and thanks for joining me on Weather World. I'm Carol. It's Sunday the 01st of June, so let's see what's in store across the UK. The broad story is thicker cloud and spells of rain, pretty much wherever you are. My garden's certainly not complaining about this one. The brollies are going to be earning their keep. For London and the home counties, north east England and nearby, the word is damp and rather grey. Into the afternoon, the Midlands sees much the same, with highs around 16 degrees. Looking at the bigger trend, this June has been the second warmest June on record, with record warm nights. And that's showing up in the day-to-day numbers. And on that note, I'll say cheerio. Back again soon."
2025-06-02,BBCNEWS_20250602_183000_Weather_World,"Good evening, and thanks for joining me on Weather World. I'm Sarah. Coming up to Monday the 02nd of June — here's how the next 24 hours are shaping up. The broad story is thicker cloud and spells of rain, pretty much wherever you are. If you're in Northern Ireland or over towards London and the home counties, expect it to feel damp and rather grey. Worth knowing — the rain turning heavy at times, so allow extra time on the roads. Temperatures peaking near 16 degrees, warmest across the Midlands. And in the wider context — June so far: the second warmest June on record, with record warm nights. Worth keeping an eye on as the summer unfolds. The brollies are going to be earning their keep. I'll leave you there. Thanks for watching Weather World."
2025-06-03,BBCNEWS_20250603_183000_Weather_World,"Hello and a very warm welcome to Weather World. I'm Nina. Well, it's Tuesday the 03rd of June, and there's a fair bit going on out there. Overall, expect strong sunshine and clear blue skies across much of the country. For Northern Ireland, East Anglia and nearby, the word is hot and increasingly uncomfortable in the strong June sun. Uv levels will be high to very high, so do take care out there. Into the afternoon, the south west sees much the same, with highs around 24 degrees. After dark it dips to around 18 degrees, fresher in rural spots. Hay fever sufferers, I'm afraid the pollen count is going to be a nuisance. Looking at the bigger trend, this June has been the second warmest June on record, with record warm nights. And on that note, I'll say cheerio. Back again soon."
2025-06-04,BBCNEWS_20250604_183000_Weather_World,"Well hello there, and a very good evening to you. I'm Owain — and it's Wednesday the 04th of June. My garden's certainly not complaining about this one. Overall, expect a mix of sunshine and fair-weather cloud across much of the country. For Northern Ireland, the south west and nearby, the word is mild and comfortable. Top temperatures today around 19, give or take, depending where you are. Tonight, down to roughly 12 degrees — a chilly one for June. And in the wider context — June so far: the second warmest June on record, with record warm nights. I'll hand you back to the studio — see you next time."
2025-06-05,BBCNEWS_20250605_183000_Weather_World,"Hello and a very warm welcome to Weather World. I'm Matt. It's Thursday the 05th of June, so let's see what's in store across the UK. The big picture today: strong sunshine and clear blue skies for many of us. North east england and the south west get the brunt of it — hot and increasingly uncomfortable in the strong June sun. Uv levels will be high to very high, so do take care out there. Into the afternoon, East Anglia sees much the same, with highs around 24 degrees. Hay fever sufferers, I'm afraid the pollen count is going to be a nuisance. Overnight, lows of about 20 degrees in towns and cities, a touch cooler in the countryside. Stepping back, the month as a whole has been the second warmest June on record, with record warm nights. My garden's certainly not complaining about this one. And on that note, I'll say cheerio. Back again soon."
2025-06-06,BBCNEWS_20250606_183000_Weather_World,"Hi there, and welcome along to Weather World. I'm Matt — and it's Friday the 06th of June. I'll be honest, the forecast computers and I had words about this one. My garden's certainly not complaining about this one. Overall, expect strong sunshine and clear blue skies across much of the country. Wales and north west England get the brunt of it — hot and increasingly uncomfortable in the strong June sun. Temperatures peaking near 25 degrees, warmest across the south east. Tonight, down to roughly 21 degrees — a muggy one. And in the wider context — June so far: the second warmest June on record, with record warm nights. That's the shape of things. Whatever the sky throws at you, make the best of it."
2025-06-07,BBCNEWS_20250607_183000_Weather_World,"Hi there, and welcome along to Weather World. I'm Matt. Coming up to Saturday the 07th of June — here's how the next 24 hours are shaping up. The broad story is sunshine and scattered showers, pretty much wherever you are. Across the south east and London and the home counties it'll feel changeable, warm in the brighter spells. Top temperatures today around 17, give or take, depending where you are. The brollies are going to be earning their keep. My garden's certainly not complaining about this one. And in the wider context — June so far: the second warmest June on record, with record warm nights. That's the shape of things. Whatever the sky throws at you, make the best of it."
2025-06-08,BBCNEWS_20250608_183000_Weather_World,"Hiya, welcome to Weather World, grab a cuppa and settle in. I'm Carol — and it's Sunday the 08th of June. The broad story is a mix of sunshine and fair-weather cloud, pretty much wherever you are. Across southern Scotland and the south east it'll feel mild and comfortable. By mid-afternoon we're looking at about 19 degrees in the south west. After dark it dips to around 14 degrees, fresher in rural spots. Stepping back, the month as a whole has been the second warmest June on record, with record warm nights. My garden's certainly not complaining about this one. Hay fever sufferers, I'm afraid the pollen count is going to be a nuisance. And on that note, I'll say cheerio. Back again soon."
2025-06-09,BBCNEWS_20250609_183000_Weather_World,"Good evening, and thanks for joining me on Weather World. I'm Carol — and it's Monday the 09th of June. Overall, expect plenty of warm sunshine across much of the country. Across north west England and southern Scotland it'll feel pleasantly warm. Whatever you've got planned, it's worth a glance out the window first. A lovely day to get outside if you can. By mid-afternoon we're looking at about 22 degrees in the south west. After dark it dips to around 17 degrees, fresher in rural spots. Stepping back, the month as a whole has been the second warmest June on record, with record warm nights. And that's showing up in the day-to-day numbers. And that's your lot for now. Whatever you're up to, enjoy it."
2025-06-10,BBCNEWS_20250610_183000_Weather_World,"Well hello there, and a very good evening to you. I'm Owain. Well, it's Tuesday the 10th of June, and there's a fair bit going on out there. The big picture today: sunshine and scattered showers for many of us. Across East Anglia and the Midlands it'll feel changeable, warm in the brighter spells. A quick heads-up: keep a brolly handy, the showers are hit and miss. Temperatures peaking near 17 degrees, warmest across London and the home counties. Tonight, down to roughly 12 degrees — a chilly one for June. A fairly typical British summer's day, in other words — a bit of everything. And in the wider context — June so far: the second warmest June on record, with record warm nights. I'll leave you there. Thanks for watching Weather World."
2025-06-11,BBCNEWS_20250611_183000_Weather_World,"Hello and a very warm welcome to Weather World. I'm Nina. Coming up to Wednesday the 11th of June — here's how the next 24 hours are shaping up. The broad story is sunshine and scattered showers, pretty much wherever you are. Hay fever sufferers, I'm afraid the pollen count is going to be a nuisance. The midlands and the south east get the brunt of it — changeable, warm in the brighter spells. A quick heads-up: keep a brolly handy, the showers are hit and miss. Temperatures peaking near 19 degrees, warmest across north west England. After dark it dips to around 14 degrees, fresher in rural spots. Looking at the bigger trend, this June has been the second warmest June on record, with record warm nights. Worth keeping an eye on as the summer unfolds. Right, that's me done. Look after yourselves out there."
2025-06-12,BBCNEWS_20250612_183000_Weather_World,"Welcome back to Weather World — plenty to talk about today. I'm Carol — and it's Thursday the 12th of June. Overall, expect strong sunshine and clear blue skies across much of the country. The ice cream van's going to be doing a roaring trade, that's for sure. Across London and the home counties and the Midlands it'll feel hot and increasingly uncomfortable in the strong June sun. Worth knowing — UV levels will be high to very high, so do take care out there. Top temperatures today around 24, give or take, depending where you are. Honestly, it's the kind of day that makes you forget this is Britain. And in the wider context — June so far: the second warmest June on record, with record warm nights. And that's your lot for now. Whatever you're up to, enjoy it."
2025-06-13,BBCNEWS_20250613_183000_Weather_World,"Hi there, and welcome along to Weather World. I'm Matt. Well, it's Friday the 13th of June, and there's a fair bit going on out there. Hay fever sufferers, I'm afraid the pollen count is going to be a nuisance. The big picture today: plenty of warm sunshine for many of us. London and the home counties and Wales get the brunt of it — pleasantly warm. Worth knowing — a lovely day to get outside if you can. Temperatures peaking near 20 degrees, warmest across the Midlands. Tonight, down to roughly 14 degrees — a muggy one. And in the wider context — June so far: the second warmest June on record, with record warm nights. I'll leave you there. Thanks for watching Weather World."
2025-06-14,BBCNEWS_20250614_183000_Weather_World,"Hello, lovely to have your company on Weather World. I'm Matt — and it's Saturday the 14th of June. I'll be honest, the forecast computers and I had words about this one. Let's start with the headline — a mix of sunshine and fair-weather cloud dominating the scene. For the Highlands, the south west and nearby, the word is mild and comfortable. Into the afternoon, the south east sees much the same, with highs around 18 degrees. Tonight, down to roughly 14 degrees — a muggy one. Stepping back, the month as a whole has been the second warmest June on record, with record warm nights. One day's weather is just that, of course, but the pattern's telling. I'll hand you back to the studio — see you next time."
2025-06-15,BBCNEWS_20250615_183000_Weather_World,"Hello and a very warm welcome to Weather World. I'm Owain. It's Sunday the 15th of June, so let's see what's in store across the UK. I'll be honest, the forecast computers and I had words about this one. The broad story is thicker cloud and spells of rain, pretty much wherever you are. The south west and the south east get the brunt of it — damp and rather grey. Into the afternoon, north west England sees much the same, with highs around 15 degrees. After dark it dips to around 10 degrees, fresher in rural spots. Stepping back, the month as a whole has been the second warmest June on record, with record warm nights. That's the shape of things. Whatever the sky throws at you, make the best of it."
2025-06-16,BBCNEWS_20250616_183000_Weather_World,"Welcome back to Weather World — plenty to talk about today. I'm Matt. Coming up to Monday the 16th of June — here's how the next 24 hours are shaping up. The big picture today: strong sunshine and clear blue skies for many of us. The midlands and southern Scotland get the brunt of it — hot and increasingly uncomfortable in the strong June sun. A quick heads-up: UV levels will be high to very high, so do take care out there. Whatever you've got planned, it's worth a glance out the window first. By mid-afternoon we're looking at about 23 degrees in East Anglia. Overnight, lows of about 17 degrees in towns and cities, a touch cooler in the countryside. Looking at the bigger trend, this June has been the second warmest June on record, with record warm nights. I'll leave you there. Thanks for watching Weather World."
2025-06-17,BBCNEWS_20250617_183000_Weather_World,"Hello and a very warm welcome to Weather World. I'm Owain. Tuesday the 17th of June, and the charts are looking interesting. The big picture today: rather a lot of cloud around for many of us. Hay fever sufferers, I'm afraid the pollen count is going to be a nuisance. The south west and the Highlands get the brunt of it — on the cool side for the time of year. You might want a light jacket first thing. Temperatures peaking near 18 degrees, warmest across north west England. Tonight, down to roughly 13 degrees — a chilly one for June. Looking at the bigger trend, this June has been the second warmest June on record, with record warm nights. Worth keeping an eye on as the summer unfolds. That's the latest picture — do wrap up or cool down as needed. Bye for now."
2025-06-18,BBCNEWS_20250618_183000_Weather_World,"Well hello there, and a very good evening to you. I'm Tomasz — and it's Wednesday the 18th of June. Let's start with the headline — strong sunshine and clear blue skies dominating the scene. East anglia and the Highlands get the brunt of it — hot and increasingly uncomfortable in the strong June sun. A quick heads-up: UV levels will be high to very high, so do take care out there. By mid-afternoon we're looking at about 23 degrees in the south west. After dark it dips to around 17 degrees, fresher in rural spots. And in the wider context — June so far: the second warmest June on record, with record warm nights. Find some shade, keep the water topped up, and don't forget the suncream. And that's showing up in the day-to-day numbers. That's the latest picture — do wrap up or cool down as needed. Bye for now."
2025-06-19,BBCNEWS_20250619_183000_Weather_World,"Evening all — right, let's get stuck into the forecast. I'm Sarah. It's Thursday the 19th of June, so let's see what's in store across the UK. The broad story is sunshine and scattered showers, pretty much wherever you are. Northern ireland and the Midlands get the brunt of it — changeable, warm in the brighter spells. I'll be honest, the forecast computers and I had words about this one. Into the afternoon, the south west sees much the same, with highs around 20 degrees. Tonight, down to roughly 15 degrees — a muggy one. Hay fever sufferers, I'm afraid the pollen count is going to be a nuisance. Looking at the bigger trend, this June has been the second warmest June on record, with record warm nights. And that's showing up in the day-to-day numbers. That's all from me — take care, and I'll see you next time."
2025-06-20,BBCNEWS_20250620_183000_Weather_World,"Hi there, and welcome along to Weather World. I'm Carol. Friday the 20th of June, and the charts are looking interesting. Hay fever sufferers, I'm afraid the pollen count is going to be a nuisance. Overall, expect thicker cloud and spells of rain across much of the country. The midlands and the south west get the brunt of it — damp and rather grey. Top temperatures today around 17, give or take, depending where you are. After dark it dips to around 10 degrees, fresher in rural spots. And in the wider context — June so far: the second warmest June on record, with record warm nights. That's all from me — take care, and I'll see you next time."
2025-06-21,BBCNEWS_20250621_183000_Weather_World,"Evening all — right, let's get stuck into the forecast. I'm Tomasz. Coming up to Saturday the 21st of June — here's how the next 24 hours are shaping up. The broad story is heavy, thundery downpours breaking out, pretty much wherever you are. For southern Scotland, the Midlands and nearby, the word is warm and very humid ahead of the storms. Some of these thunderstorms could bring localised flooding and frequent lightning. Into the afternoon, north east England sees much the same, with highs around 20 degrees. After dark it dips to around 14 degrees, fresher in rural spots. Stepping back, the month as a whole has been the second warmest June on record, with record warm nights. Worth keeping an eye on as the summer unfolds. Hay fever sufferers, I'm afraid the pollen count is going to be a nuisance. That's the shape of things. Whatever the sky throws at you, make the best of it."
2025-06-22,BBCNEWS_20250622_183000_Weather_World,"Good evening, and thanks for joining me on Weather World. I'm Tomasz. It's Sunday the 22nd of June, so let's see what's in store across the UK. The big picture today: plenty of warm sunshine for many of us. For north west England, southern Scotland and nearby, the word is pleasantly warm. A lovely day to get outside if you can. Into the afternoon, the south east sees much the same, with highs around 21 degrees. Stepping back, the month as a whole has been the second warmest June on record, with record warm nights. And that's showing up in the day-to-day numbers. Whatever you've got planned, it's worth a glance out the window first. That's the shape of things. Whatever the sky throws at you, make the best of it."
2025-06-23,BBCNEWS_20250623_183000_Weather_World,"Hello and a very warm welcome to Weather World. I'm Tomasz. Monday the 23rd of June, and the charts are looking interesting. Overall, expect plenty of warm sunshine across much of the country. London and the home counties and East Anglia get the brunt of it — pleasantly warm. Worth knowing — a lovely day to get outside if you can. Temperatures peaking near 22 degrees, warmest across Northern Ireland. And in the wider context — June so far: the second warmest June on record, with record warm nights. Worth keeping an eye on as the summer unfolds. If you've got the barbecue on standby, today might just be your day. That's the latest picture — do wrap up or cool down as needed. Bye for now."
2025-06-24,BBCNEWS_20250624_183000_Weather_World,"Good evening, and thanks for joining me on Weather World. I'm Carol. It's Tuesday the 24th of June, so let's see what's in store across the UK. Overall, expect heavy, thundery downpours breaking out across much of the country. Across Wales and London and the home counties it'll feel warm and very humid ahead of the storms. A quick heads-up: some of these thunderstorms could bring localised flooding and frequent lightning. My garden's certainly not complaining about this one. Into the afternoon, the south east sees much the same, with highs around 21 degrees. After dark it dips to around 15 degrees, fresher in rural spots. Hay fever sufferers, I'm afraid the pollen count is going to be a nuisance. And in the wider context — June so far: the second warmest June on record, with record warm nights. And that's showing up in the day-to-day numbers. That's the shape of things. Whatever the sky throws at you, make the best of it."
2025-06-25,BBCNEWS_20250625_183000_Weather_World,"Welcome back to Weather World — plenty to talk about today. I'm Owain. Well, it's Wednesday the 25th of June, and there's a fair bit going on out there. Let's start with the headline — a mix of sunshine and fair-weather cloud dominating the scene. The south west and north east England get the brunt of it — mild and comfortable. Into the afternoon, London and the home counties sees much the same, with highs around 18 degrees. Overnight, lows of about 13 degrees in towns and cities, a touch cooler in the countryside. My garden's certainly not complaining about this one. And in the wider context — June so far: the second warmest June on record, with record warm nights. That's the latest picture — do wrap up or cool down as needed. Bye for now."
2025-06-26,BBCNEWS_20250626_183000_Weather_World,"Welcome back to Weather World — plenty to talk about today. I'm Carol — and it's Thursday the 26th of June. My garden's certainly not complaining about this one. I'll be honest, the forecast computers and I had words about this one. Let's start with the headline — a mix of sunshine and fair-weather cloud dominating the scene. Across London and the home counties and East Anglia it'll feel mild and comfortable. A quick heads-up: nothing too dramatic on the charts today. By mid-afternoon we're looking at about 19 degrees in the Midlands. After dark it dips to around 14 degrees, fresher in rural spots. And in the wider context — June so far: the second warmest June on record, with record warm nights. Right, that's me done. Look after yourselves out there."
2025-06-27,BBCNEWS_20250627_183000_Weather_World,"Good evening, and thanks for joining me on Weather World. I'm Owain. Coming up to Friday the 27th of June — here's how the next 24 hours are shaping up. Let's start with the headline — plenty of warm sunshine dominating the scene. For north east England, London and the home counties and nearby, the word is pleasantly warm. Whatever you've got planned, it's worth a glance out the window first. A lovely day to get outside if you can. Temperatures peaking near 22 degrees, warmest across East Anglia. Overnight, lows of about 17 degrees in towns and cities, a touch cooler in the countryside. And in the wider context — June so far: the second warmest June on record, with record warm nights. One day's weather is just that, of course, but the pattern's telling. That's the shape of things. Whatever the sky throws at you, make the best of it."
2025-06-28,BBCNEWS_20250628_183000_Weather_World,"Hello, lovely to have your company on Weather World. I'm Nina — and it's Saturday the 28th of June. Let's start with the headline — rather a lot of cloud around dominating the scene. Across the south west and the Midlands it'll feel on the cool side for the time of year. A quick heads-up: you might want a light jacket first thing. Top temperatures today around 16, give or take, depending where you are. Tonight, down to roughly 9 degrees — a chilly one for June. And in the wider context — June so far: the second warmest June on record, with record warm nights. One day's weather is just that, of course, but the pattern's telling. The dog walkers among you will know exactly what I mean. I'll be honest, the forecast computers and I had words about this one. That's all from me — take care, and I'll see you next time."
2025-06-29,BBCNEWS_20250629_183000_Weather_World,"Good evening, and thanks for joining me on Weather World. I'm Tomasz. It's Sunday the 29th of June, so let's see what's in store across the UK. The big picture today: plenty of warm sunshine for many of us. If you're in the Highlands or over towards the south west, expect it to feel pleasantly warm. Into the afternoon, north east England sees much the same, with highs around 22 degrees. After dark it dips to around 17 degrees, fresher in rural spots. And in the wider context — June so far: the second warmest June on record, with record warm nights. My garden's certainly not complaining about this one. And that's showing up in the day-to-day numbers. If you've got the barbecue on standby, today might just be your day. Right, that's me done. Look after yourselves out there."
2025-06-30,BBCNEWS_20250630_183000_Weather_World,"Hiya, welcome to Weather World, grab a cuppa and settle in. I'm Owain. Monday the 30th of June, and the charts are looking interesting. The big picture today: thicker cloud and spells of rain for many of us. Across southern Scotland and London and the home counties it'll feel damp and rather grey. My garden's certainly not complaining about this one. By mid-afternoon we're looking at about 16 degrees in Northern Ireland. Stepping back, the month as a whole has been the second warmest June on record, with record warm nights. That's the latest picture — do wrap up or cool down as needed. Bye for now."
